--./../output/hadoop-1.2.1-core.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r362.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r363.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r364.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r365.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r366.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r367.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r368.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r369.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r370.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r371.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r372.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r373.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r374.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r375.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r376.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r377.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r378.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r379.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r380.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r381.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r382.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r383.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r384.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r385.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r386.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r387.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r388.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r389.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r390.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r391.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r392.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r393.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r394.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r395.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r396.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r397.json.histlist.txt.summary.txt--
--./../output/jhotdraw7-r516.json.histlist.txt.summary.txt--
--./../output/tomcat-7.0.42.json.histlist.txt.summary.txt--
1,0.000199840127897682,0.00137743896255132,0.00137743896255132,0.00137743896255132,0.00137743896255132,0.00137415807650084,0.0013744098973623,0.0013744098973623,0.00137491381607078,0.00137491381607078,0.00137491381607078,0.00137491381607078,0.00136391227995674,0.00136341639186086,0.00136341639186086,0.00136341639186086,0.00136341639186086,0.00136341639186086,0.00135766926480469,0.00136136583390639,0.00131000503586351,0.00131000503586351,0.00139392866625366,0.00139392866625366,0.00138979581031714,0.00138979581031714,0.00138773855886655,0.0013851755435165,0.0013823671391583,0.00138645586668897,0.00138364227356585,0.00137866440244746,0.00138120335698188,0.00137765143232014,0.00137765143232014,0.00137765143232014,0.00137765143232014,44.0,0.000363636363636364,
2,0.000206015657189946,0.00135747682608025,0.00135747682608025,0.00135956073089802,0.00135956073089802,0.00135446306100539,0.00135407430645819,0.00135407430645819,0.00135402985901474,0.00135402985901474,0.00135402985901474,0.00135402985901474,0.00134225964422384,0.00134225964422384,0.00134225964422384,0.00134225964422384,0.00134225964422384,0.00134225964422384,0.00133074851294813,0.00133509148652898,0.00129163225622473,0.00129163225622473,0.00140306697592967,0.00140306697592967,0.00139926363970174,0.00139926363970174,0.00139665791618279,0.0013940618794367,0.00139247774412085,0.00139662658986643,0.00139377160808395,0.00138889388355123,0.00139821535275762,0.00139405707647613,0.00139405707647613,0.00139630640097833,0.00139630640097833,63.0,0.000374672161858374,
3,0.000206440957886045,0.00139679346362057,0.00139679346362057,0.0013972271609018,0.0013972271609018,0.00139370343845698,0.00139344449867177,0.00139344449867177,0.00139344449867177,0.00139344449867177,0.00139344449867177,0.00139344449867177,0.00138182814390962,0.00138131914506419,0.00138131914506419,0.00138131914506419,0.00138131914506419,0.00138131914506419,0.00136932181825236,0.00137408846050227,0.00124665192486011,0.00124665192486011,0.00141713929397598,0.00141713929397598,0.00140925230704461,0.00140925230704461,0.00140687313998272,0.00140397615601288,0.00140065497933005,0.00140496555609619,0.0014018143546812,0.00139662102355998,0.00139922660929232,0.00139428427947493,0.00139428427947493,0.00139428427947493,0.00139428427947493,59.0,0.00035486160397445,
4,,0.00117935778280737,0.00117935778280737,0.0011788016912278,0.0011788016912278,0.00117187987033304,0.00117287472356353,0.00117287472356353,0.00117287472356353,0.00117287472356353,0.00117287472356353,0.00117287472356353,0.00116485948266702,0.00116434966060061,0.00116471129558773,0.00116471129558773,0.00116471129558773,0.00116471129558773,0.00115451734514296,0.00115987372246601,0.00105545752730658,0.00105545752730658,0.00120057275676132,0.00120057275676132,0.00120051784975087,0.00120051784975087,0.00119738732716833,0.00119452670489152,0.00119167971839692,0.00119479855608814,0.00119195027515277,0.00118726899717375,0.0011893400281027,0.00118389555121252,0.00118389555121252,0.00118389555121252,0.00118389555121252,12.0,0.000372717107715244,
5,0.000203045685279188,0.00113291523366377,0.00113291523366377,0.00113291523366377,0.00113291523366377,0.00112719757781018,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.0011195298426996,0.00111922591657121,0.00111939296371998,0.00111939296371998,0.00111939296371998,0.00111939296371998,0.0011099736554055,0.0011149237995868,0.00102106575248747,0.00102106575248747,0.00115006656210701,0.00115006656210701,0.0011489591202693,0.0011489591202693,0.00114714318074872,0.00114451733024744,0.001141729640945,0.00114476689320903,0.00114215189784968,0.00113779709146277,0.00114039216123113,0.00113538565959391,0.00113538565959391,0.00113538565959391,0.00113538565959391,12.0,0.00037037037037037,
6,0.000213949507916132,0.00160278862187625,0.00160278862187625,0.00160176170770022,0.00160176170770022,0.00159069298495594,0.0015957655110964,0.0015957655110964,0.0015957655110964,0.0015957655110964,0.0015957655110964,0.0015957655110964,0.00157802697801112,0.00157649983460797,0.00157658486827116,0.00157658486827116,0.00157658486827116,0.00157658486827116,0.00156072754306916,0.00156727758081335,0.0014345233579552,0.0014345233579552,0.00163645660214373,0.00163645660214373,0.00164362332302008,0.00164362332302008,0.00163478503397663,0.00163090848594061,0.0016369555947951,0.00164104904151486,0.00163746615848832,0.00163102373554994,0.00163823698805082,0.0016318210450256,0.0016318210450256,0.00163134067401024,0.00163134067401024,219.0,0.000391083300743058,
7,,0.00113291523366377,0.00113291523366377,0.00113291523366377,0.00113291523366377,0.00112719757781018,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.00112794832141189,0.0011195298426996,0.00111922591657121,0.00111939296371998,0.00111939296371998,0.00111939296371998,0.00111939296371998,0.0011099736554055,0.0011149237995868,0.00116785024553504,0.00116785024553504,0.00115006656210701,0.00115006656210701,0.0011489591202693,0.0011489591202693,0.00114714318074872,0.00114451733024744,0.001141729640945,0.00114476689320903,0.00114215189784968,0.00113779709146277,0.00114039216123113,0.00113538565959391,0.00113538565959391,0.00113538565959391,0.00113538565959391,12.0,0.000379075056861259,
8,,0.00121550169832599,0.00121550169832599,0.00121567057257119,0.00121567057257119,0.0012118367598178,0.0012122284992996,0.0012122284992996,0.0012122284992996,0.0012122284992996,0.0012122284992996,0.0012122284992996,0.00120491899049696,0.00120467937102178,0.00120467937102178,0.00120467937102178,0.00120467937102178,0.00120467937102178,0.00119413004955037,0.00119986121085908,0.00109396733222619,0.00109396733222619,0.00123924617239804,0.00123924617239804,0.00124373795367956,0.00124373795367956,0.00124380670788444,0.00124174738291861,0.00123928517631959,0.00124295273082955,0.00124092733867634,0.00123685595143672,0.0012391037542877,0.0012331952676621,0.0012331952676621,0.0012331952676621,0.0012331952676621,29.0,,
9,0.000208768267223382,0.0013554779989761,0.0013554779989761,0.00135705713867622,0.00135705713867622,0.00135236127642689,0.00135138657622679,0.00135138657622679,0.00135138657622679,0.00135138657622679,0.00135138657622679,0.00135138657622679,0.00133989088561724,0.00133917314725953,0.00133917314725953,0.00133917314725953,0.00133917314725953,0.00133917314725953,0.00132685340123886,0.00133180129545909,0.00128735251389981,0.00128735251389981,0.00141448929415776,0.00141448929415776,0.00140820377723114,0.00140820377723114,0.00140645013110945,0.00140250502435866,0.0014080469830378,0.00141202337353998,0.00140923900155362,0.00140381278606835,0.0014113226014957,0.00140576742574259,0.00140576742574259,0.00140810508349537,0.00140810508349537,72.0,0.000386398763523957,
10,0.000205592105263158,0.00150221640958307,0.00150221640958307,0.00150251735708033,0.00150251735708033,0.00149622267556806,0.00149592424413139,0.00149592424413139,0.00149592424413139,0.00149592424413139,0.00149592424413139,0.00149592424413139,0.00148349673126362,0.00148320335428657,0.00148353865173487,0.00148353865173487,0.00148353865173487,0.00148353865173487,0.00146989041551764,0.00147543555683755,0.00134001426597703,0.00134049327400653,0.00150794974944658,0.00150794974944658,0.00150281310505074,0.00150281310505074,0.00149823559141453,0.00149465264455234,0.00151029486752709,0.0015148706703238,0.00151181706055856,0.00150501281795734,0.00150986051808116,0.00150440904331903,0.00150440904331903,0.00150417393756585,0.00150417393756585,123.0,0.000380807311500381,
